Country Name,Country Code,Series Name,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Albania,ALB,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,0.08735,0.15421,,,,,,,,
Algeria,DZA,GDP growth (annual %),1.800002301,-2.100000759,-0.899996549,3.79999479,4.09999847,1.099999938,5.100003611,3.200001551,3.819678496,3.008395466,5.60932319,7.201872244,4.301624264,5.907791268,1.684488319,3.372875154,2.360134861,1.632243838,3.634145353,2.891865995,3.374768651,2.767638867,3.789121212,3.763466958,3.3
Algeria,DZA,GDP per capita (constant 2005 US$),3403.903452,3259.84368,3164.898577,3223.55756,3297.863375,3281.102139,3397.410198,3457.137046,3541.072037,3600.437254,3754.516275,3974.175032,4091.144235,4273.312751,4282.328231,4359.375748,4390.499633,4386.038896,4463.394675,4504.920098,4564.435017,4596.219627,4675.885024,4759.595242,4827.724251
Algeria,DZA,Exports of goods and services (% of GDP),25.31959428,21.783877,22.53072525,26.19477598,29.76044833,30.90631138,22.57835401,28.1501165,42.06971832,36.68930475,35.50453311,38.24882911,40.0532265,47.20519324,48.81068822,47.06816355,47.97334514,35.37165064,38.44454785,38.78695388,36.89054757,33.20989779,30.21911743,23.18643876,21.00175849
Algeria,DZA,Imports of goods and services (% of GDP),23.86948996,23.13893637,26.05371254,28.99622923,23.94469955,21.33760013,22.51609655,22.77899895,20.78862576,22.01685773,25.62963173,23.87594297,25.64819967,24.07340436,21.91932586,24.86996339,28.71117692,35.95267771,31.42211391,28.68532157,28.51443136,30.4009258,31.92665934,36.54645865,35.27028379
Algeria,DZA,"Agriculture, value added (% of GDP)",11.20015268,11.20068626,9.232316394,9.544860947,10.80933823,8.729587829,11.47500357,11.10697532,8.395058708,9.749430453,9.224986381,9.810553016,9.440471616,7.69131219,7.543077641,7.570631122,6.586677504,9.343366551,8.466441856,8.110347356,8.770688039,9.851117934,10.28639951,11.58603316,12.29577969
Algeria,DZA,"Industry, value added (% of GDP)",45.9168078,45.03430467,44.94133265,45.82537728,47.06225828,48.15480866,42.25048463,45.36518533,54.37147769,50.10639089,49.18503314,50.8246611,52.29995225,57.33401543,58.88449486,57.67405931,58.62068248,47.8988967,50.4953995,49.62329224,47.8494723,44.25329616,42.3105733,35.66027007,34.87490844
Algeria,DZA,Tax revenue (% of GDP),,,26.69379806,28.59951727,30.60700381,31.60844644,25.02681415,27.01774583,36.92818899,32.04551099,31.52490498,27.58205313,26.80399614,30.76546966,40.75039302,37.43101186,45.25293537,35.14290262,34.40276881,37.18473614,,,,,
Algeria,DZA,"Total employment, total (ages 15+)",5393082,5606495,5741095,5658066,5829734,6188025,6310830,6483934,6272066,6657622,6949845,7321734,8086520,8508797,8996561,9017737,9453083,9758014,10027744,10227664,10325539,10879749,10408373,10477364,10719466
Algeria,DZA,"Self-employed, total (% of total employment) (modeled ILO estimate)",39.70299911,39.68000031,39.45700073,39.20100021,39.12799835,39.18700027,37.8030014,37.97800064,39.31100082,38.27299881,35.3390007,35.09600067,39.68700027,34.46699905,34.35100174,33.99599838,33.69100189,33.71900177,33.32500076,32.9469986,31.1590004,31.05599976,30.89800072,30.97100067,30.90500069
Algeria,DZA,New businesses registered (number),,,,,,,,,,,,,,,8864,7955,11120,10661,9564,12256,13938,14207,15574,,
Algeria,DZA,Research and development expenditure (% of GDP),,,,,,,,,,0.23012,0.36662,0.19631,0.16355,0.06606,,,,,,,,,,,
American Samoa,ASM,GDP growth (annual %),,,,,,,,,,,,0.814111262,0.538358008,-0.401606426,-4.166666667,1.963534362,-2.613480055,-4.237288136,0.442477876,0.293685756,-4.39238653,-2.756508423,0.94488189,1.248049922,-2.619414484
American Samoa,ASM,GDP per capita (constant 2005 US$),,,,,,,,,,,10613.91154,10630.45365,10661.17354,10644.58107,10282.45659,10619.61365,10500.38584,10199.06015,10352.82276,10442.7265,10000.31107,9711.112717,9779.883487,9884.111866,9614.472672
American Samoa,ASM,Exports of goods and services (% of GDP),,,,,,,,,,,100.7782101,97.34345351,89.84375,99.00596421,99.7983871,97.11538462,113.8543517,78.17109145,63.19444444,58.36236934,74.8447205,71.29485179,66.25194401,64.79514416,65.04559271
American Samoa,ASM,Imports of goods and services (% of GDP),,,,,,,,,,,108.7548638,108.3491461,110.7421875,122.0675944,127.8225806,119.4230769,133.9253996,82.00589971,93.22916667,97.38675958,99.8447205,100,105.4432348,99.69650986,93.46504559
American Samoa,ASM,"Agriculture, value added (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,"Industry, value added (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,Tax revenue (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,"Total employment, total (ages 15+)",,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,"Self-employed, total (% of total employment) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,New businesses registered (number),,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,GDP growth (annual %),0.929211956,-1.031484011,2.383187691,2.757499187,4.649740149,9.067672199,3.194790296,4.099080837,3.528361297,4.54676832,6.471014671,12.16871989,7.64786979,7.396982715,4.536353119,0.040011067,-8.590003787,-3.69065351,-5.358825775,-4.646543052,-1.615218183,0.351645002,2.277683153,0.842203518,1.889124387
Andorra,AND,GDP per capita (constant 2005 US$),34278.6471,32766.05967,32633.82513,32917.64882,34175.26007,37293.28241,38595.72321,40035.48245,40801.54213,41420.84618,42396.3024,45519.49238,47032.86689,48831.92936,49708.40049,48710.66462,43900.9517,41979.8659,39736.35406,38205.77109,38190.58659,39104.30185,40785.04923,41765.92035,42958.55839
Andorra,AND,Exports of goods and services (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Imports of goods and services (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,"Agriculture, value added (% of GDP)",,,,,,,,,0.487497832,0.459110473,0.406166344,0.444193488,0.442399276,0.405274295,0.382391576,0.399345782,0.442280559,0.43493937,0.499694105,0.534685933,0.612256498,0.577337773,0.496149201,0.470194705,0.492101388
Andorra,AND,"Industry, value added (% of GDP)",,,,,,,,,14.09311915,14.54866093,14.91738207,15.4004329,15.73943275,15.82097648,16.09372842,15.46170097,15.48457135,14.38525912,13.45661226,12.4027752,11.02427102,10.2524993,9.90754123,9.783363312,9.844718945
Andorra,AND,Tax revenue (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,"Total employment, total (ages 15+)",,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,"Self-employed, total (% of total employment) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,New businesses registered (number),,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,
Angola,AGO,GDP growth (annual %),-5.838280729,-23.98341743,1.339363437,15.00000003,13.54436975,7.274277345,4.691146445,2.181489732,3.054624234,4.205998554,13.66568651,4.554042423,10.23835653,20.90702704,18.9890352,23.18959726,13.81709771,2.412909701,3.452874648,3.873330694,5.177593943,6.842716537,4.703970617,2.999747493,-0.813494096
Angola,AGO,GDP per capita (constant 2005 US$),1833.491144,1348.484358,1323.34467,1476.231169,1628.994844,1700.391855,1732.471967,1720.825359,1720.411654,1735.521928,1906.529203,1924.286586,2046.826178,2387.825414,2741.712283,3259.232322,3579.702774,3537.619888,3531.416878,3539.543078,3592.623771,3705.255352,3746.660488,3729.003541,3576.186894
Angola,AGO,Exports of goods and services (% of GDP),47.36842105,49.31972789,,,,,,,89.68583119,75.38894373,68.29094979,68.42473579,70.25029536,86.01863225,79.79625434,73.95818384,76.31842422,54.90768744,62.34598608,65.35271182,63.08922979,55.68874634,48.01637062,33.44838298,30.01703712
Angola,AGO,Imports of goods and services (% of GDP),50,50.68027211,69.37029937,,,,,,62.86127827,74.94685096,56.6689647,62.02893394,54.14485488,53.63880017,38.97826348,43.51562396,51.22654969,55.40868306,42.92122364,42.16296369,40.23420732,39.37986993,42.24559855,36.8784513,29.41716772
Angola,AGO,"Agriculture, value added (% of GDP)",7.894736842,10.54421769,6.075800029,6.653213722,7.026869166,9.002017942,12.91118241,6.290256828,5.664689564,8.156377022,,,,,,,,,,,,,,,
Angola,AGO,"Industry, value added (% of GDP)",36.84210526,46.93877551,61.25940127,60.28517579,67.82067594,60.75774139,55.1572893,72.71737231,72.12295494,64.88381154,,,,,,,,,,,,,,,
Angola,AGO,Tax revenue (% of GDP),,,,,,,,16.29397166,28.70338216,29.24667572,18.9982922,21.55707824,21.67386078,22.40370615,29.31213197,23.21255408,26.97887424,17.09994255,16.85607841,17.29031825,16.6611554,15.52444282,15.57108329,12.45711955,10.32323038
Angola,AGO,"Total employment, total (ages 15+)",3999780,4140391,4274002,4405018,4529493,4662554,4801019,4953243,5118746,5289281,5473390,5686482,5897627,6300204,6711343,7147082,7612207,8112899,8633634,9195546,9535332,9888848,10254414,10629746,10954064
Angola,AGO,"Self-employed, total (% of total employment) (modeled ILO estimate)",71.41200256,69.70200348,67.83000183,66.90699768,66.51300049,66.68000031,67.64700317,66.5759964,66.8789978,66.78600311,65.20999908,65.43900299,64.78099823,74.08499908,72.94799805,72.30200195,71.96800232,71.19599915,71.72499847,71.8710022,71.66999817,71.09200287,71.01699829,71.08699799,71.48200226
Angola,AGO,New businesses registered (number),,,,,,,,,,,,,,,,,,,,,,,,,
Angola,AGO,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,GDP growth (annual %),1.158326269,5.280071488,6.676195163,-4.35949399,6.604818088,5.471131932,4.731313712,3.707894618,6.691742382,-4.954074711,1.024100862,6.05790855,5.736460188,6.412405164,12.72850745,9.25942056,-0.030133268,-12.10753619,-7.200024461,-2.079127047,3.506609222,-0.103939141,5.101940364,4.060218963,5.342479435
Antigua and Barbuda,ATG,GDP per capita (constant 2005 US$),10457.71409,10772.02187,11205.82219,10440.70689,10834.62877,11117.09478,11335.12856,11470.9865,11981.91636,11191.10258,11147.26358,11683.46255,12218.74486,12857.1643,14325.48102,15466.9528,15278.87405,13270.6971,12174.69786,11789.79908,12069.81138,11928.21847,12403.52822,12771.76758,13315.50863
Antigua and Barbuda,ATG,Exports of goods and services (% of GDP),81.5706077,82.08287182,74.04773441,69.56882138,63.51629595,65.13043555,64.00951016,61.71107967,56.23766663,55.61529709,52.52359964,54.06902947,58.06724451,53.34318267,47.3783263,44.32581534,45.69968451,45.8747921,45.45318401,47.08717409,44.85125343,45.7325791,46.14681341,44.12117108,41.70058538
Antigua and Barbuda,ATG,Imports of goods and services (% of GDP),77.40239282,74.46193389,71.58207379,76.0333569,73.74847369,70.27282757,67.30989797,69.08417701,60.04412275,60.76539269,58.24094026,62.49698949,64.41421566,66.78989745,70.73546534,71.09739211,69.58391494,57.70679027,58.91089871,56.15968447,57.94751064,60.42188661,58.00900369,49.11952636,47.02969952
Antigua and Barbuda,ATG,"Agriculture, value added (% of GDP)",1.802680609,1.745431468,1.57653988,1.643054474,1.615436913,1.718979214,1.666680575,1.667635776,1.589539743,1.612725299,1.730291789,1.749526585,1.609971056,1.757817673,1.653204551,1.607652611,1.549311488,1.496707093,1.627626225,1.925529231,1.88087874,1.998156663,1.570678402,1.674554131,1.642376541
Antigua and Barbuda,ATG,"Industry, value added (% of GDP)",13.4824356,12.70763717,12.52557479,12.69588325,12.24718856,12.51282197,12.65880381,13.51181839,13.82711393,12.8781391,13.04232482,13.19529465,13.05575514,14.5297874,18.46274484,17.75960835,19.15681322,19.48801069,16.13951881,14.47480131,14.11810451,15.5311999,15.80404819,16.11855668,17.51248297
Antigua and Barbuda,ATG,Tax revenue (% of GDP),,,,,,,,,12.65710571,14.70722438,16.05665823,16.58490296,17.20666,16.48779092,18.16990022,19.51182069,18.73907255,17.34652106,18.52558663,17.88094269,18.4728856,17.23873698,16.54203237,,
Antigua and Barbuda,ATG,"Total employment, total (ages 15+)",,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"Self-employed, total (% of total employment) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,New businesses registered (number),,,,,,,,,,,,,,,283,255,215,153,171,162,152,207,230,244,279
Antigua and Barbuda,ATG,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,ARG,GDP growth (annual %),11.94077473,5.906919492,5.836200704,-2.845209611,5.526689827,8.111046771,3.850178852,-3.385457041,-0.788998939,-4.408839683,-10.89448483,8.837040796,9.029573301,8.85165992,8.0471515,9.007650875,4.057233103,-5.918525076,10.12539816,6.003951693,-1.026420454,2.405323781,-2.512615321,2.731159828,-1.82254217
Argentina,ARG,GDP per capita (constant 2005 US$),7285.429428,7612.681153,7952.711552,7630.022274,7955.127652,8500.940362,8728.947651,8339.894389,8182.686502,7735.493364,6816.734855,7337.792038,7913.743124,8522.522732,9112.113163,9830.68092,10125.12627,9428.502541,10276.2605,10780.01566,10557.88539,10699.19772,10323.20694,10498.59253,10206.24955
Argentina,ARG,Exports of goods and services (% of GDP),6.598187472,6.909351661,7.529909882,9.680494745,10.42854164,10.56079888,10.41551506,9.82715688,10.9863962,11.57913149,28.38265404,25.9309089,23.84761942,23.24587673,23.0266946,22.66275031,22.06090038,19.56098506,18.93382341,18.44920915,16.23785946,14.61717339,14.40547859,10.70565205,12.58383239
Argentina,ARG,Imports of goods and services (% of GDP),8.132793114,9.313799872,10.60431557,10.09100624,11.07781653,12.77534581,12.93442929,11.55549991,11.63610614,10.27329136,13.37009726,14.71378084,16.84502668,17.30539424,17.40678527,18.28242031,18.341773,14.49614185,16.03718986,16.75694585,14.28868291,14.71675561,14.00131506,11.78057404,13.53808142
Argentina,ARG,"Agriculture, value added (% of GDP)",5.990787091,5.136826313,5.082640615,5.35147322,5.610881509,5.221966885,5.252748594,4.457839399,4.679917137,4.568533114,10.20666709,10.3282173,8.36248661,7.938754274,6.935572291,7.452353946,7.318954597,5.273623469,7.132167451,6.99873377,5.781744207,6.052918437,6.712703514,5.156685902,6.35390414
Argentina,ARG,"Industry, value added (% of GDP)",30.6839549,27.3387391,26.75458359,26.3011238,26.59252856,27.17912033,26.71206471,26.19337761,25.9909484,25.24351337,30.55777721,32.64509144,28.81692201,28.62631404,29.20327967,27.41523613,26.27245994,25.2842048,25.25877626,25.21269761,24.42905706,24.00588144,24.27739449,23.15305614,22.18749786
Argentina,ARG,Tax revenue (% of GDP),5.547922134,8.015138006,8.126437228,8.054357652,8.171787775,8.690086356,9.030526186,9.076124336,9.622603502,9.324898794,9.818958347,12.5187797,13.1007799,13.10317565,12.8788867,12.44826845,13.31784636,12.38304156,12.85304269,12.6636277,12.95284151,12.45290276,12.61096661,12.33650694,12.15550537
Argentina,ARG,"Total employment, total (ages 15+)",13230241,12984138,13003003,12173288,12671087,13322567,13936029,13909096,13984516,13798028,13530362,14559715,15218641,15708057,16243807,16558137,16698278,16876760,16901776,17502573,17620447,17885538,17859085,18145599,18049589
Argentina,ARG,"Self-employed, total (% of total employment) (modeled ILO estimate)",29.77400017,31.16500092,29.74099922,29.35099983,29.13100052,28.19599915,27.79999924,27.55400085,27.62299919,28.17000008,28.43099976,26.54999924,25.76000023,25.39500046,24.49799919,23.77300072,23.8220005,24.17399979,24.5170002,24.30900002,23.80400085,24.79999924,25.13100052,25.17200089,25.0510006
Argentina,ARG,New businesses registered (number),,,,,,,,,,,,,,,14219,14694,14805,14493,12118,13133,13799,12228,11672,,
Argentina,ARG,Research and development expenditure (% of GDP),,,,,0.41772,0.41939,0.41124,0.45261,0.43915,0.42413,0.38834,0.41003,0.40386,0.41897,0.45021,0.45801,0.47041,0.58608,0.56126,0.56648,0.63596,0.62017,0.58852,,
Armenia,ARM,GDP growth (annual %),-41.80000274,-8.799998794,5.400002777,6.899998417,5.865400753,3.321079697,7.299999988,3.300000004,5.899999999,9.556641504,13.18630053,14.04079505,10.46784186,13.86571125,13.19800352,13.74920196,6.900000002,-14.14998864,2.199999999,4.699999999,7.200000003,3.300000002,3.600000001,3.200000002,0.199999998
Armenia,ARM,GDP per capita (constant 2005 US$),949.0332213,886.0327859,956.4708855,1043.543141,1121.881629,1172.136802,1267.575283,1317.741923,1404.321462,1548.075851,1761.888272,2019.984867,2244.220171,2571.985756,2933.833478,3366.162187,3629.157702,3136.811727,3218.381655,3371.672831,3606.480554,3710.575743,3827.343195,3935.288772,3932.554617
Armenia,ARM,Exports of goods and services (% of GDP),39.82075502,47.21897587,39.32804015,23.92792146,23.24000279,20.27326989,19.00302051,20.75825992,23.37527851,25.46839091,29.35655104,32.15264501,29.73482889,28.80922032,23.35898587,19.18564395,15.0471035,15.47446868,20.83009472,23.75685346,27.56672188,28.3591265,28.5651387,29.72799648,33.14800495
Armenia,ARM,Imports of goods and services (% of GDP),61.25600438,60.75417041,73.10079089,62.1869335,55.98955878,58.27447463,52.83943263,49.80215959,50.54328924,46.14880573,46.58686856,50.03500154,45.30238129,43.22970515,39.2502072,39.15081444,40.65575862,43.00440119,45.31719197,47.35401166,48.40002152,48.19706929,47.04654614,41.86526887,42.76987508
Armenia,ARM,"Agriculture, value added (% of GDP)",28.48576679,49.25576224,43.46296693,40.69077289,34.79504767,29.41324163,30.84724892,26.95911714,23.21347903,25.59000229,23.44903017,21.52904143,22.59552606,19.09592257,18.71557898,18.24986281,16.3084468,16.91179574,16.99914863,20.32534825,17.91268195,18.43476288,18.07203635,17.22312003,16.39047353
Armenia,ARM,"Industry, value added (% of GDP)",36.15525968,25.84243826,35.81802897,30.80232586,30.78875098,30.54598002,27.90676002,29.4595444,35.42057926,32.88788417,35.20313853,38.17001732,37.67476784,41.40288501,40.8678288,39.50928646,38.60136612,32.0155135,32.86572489,30.14570406,27.82709461,26.70904814,25.27053295,25.70869944,25.57713304
Armenia,ARM,Tax revenue (% of GDP),,,,,,,,,,,,,13.99640565,14.33566341,14.39598656,15.96253173,17.32175873,16.50586323,17.0700514,17.21941905,17.49164208,,21.59917455,20.93122083,21.27737528
Armenia,ARM,"Total employment, total (ages 15+)",1397437,1314685,1264018,1234862,1184033,1154647,1168026,1142793,1144977,1153290,1159290,1167525,1178168,1201109,1212239,1155550,1096969,1077251,1118082,1145437,1158770,1185553,1164848,1142954,1149897
Armenia,ARM,"Self-employed, total (% of total employment) (modeled ILO estimate)",30.95299911,44.15000153,55.77099991,56.94499969,54.56700134,50.87400055,58.94499969,56.88800049,57.20600128,58.65599823,60.59199905,59.24300003,56.47299957,57.28499985,55.84700012,55.19300079,50.20199966,43.09400177,43.00099945,43.85800171,43.11100006,42.6780014,44.75600052,42.80899811,41.21500015
Armenia,ARM,New businesses registered (number),,,,,,,,,,,,,,,2474,3290,3344,2575,2527,2671,3178,3172,3213,3556,3573
Armenia,ARM,Research and development expenditure (% of GDP),,,,,,0.187,0.2261,0.21409,0.19131,0.27889,0.25301,0.32201,0.25631,0.25794,0.24023,0.21102,0.22427,0.29109,0.2414,0.27,0.23833,0.22195,0.24144,0.25069,
Aruba,ABW,GDP growth (annual %),,,,1.245085912,7.814431719,6.66662183,1.154469392,4.514062033,-0.364695779,-2.164459409,0.465289865,7.519472373,1.176690484,0.380390971,2.355119443,-3.654626242,-6.881302064,-5.653502086,,,,,,,
Aruba,ABW,GDP per capita (constant 2005 US$),,,,,,,,,,,,,,,,,,,24271.94042,,,,,,
Aruba,ABW,Exports of goods and services (% of GDP),,,80.42839143,84.85617597,86.63967611,82.53099927,79.63770547,79.94915381,74.38601095,70.48791628,64.93455286,63.10635605,65.08040375,68.54787298,65.49127454,65.91290906,66.2606726,63.78633115,61.50244839,70.77206081,,,,,
Aruba,ABW,Imports of goods and services (% of GDP),,,75.55648887,86.46362098,88.70445344,86.25091174,83.62965448,84.64204993,70.68686857,68.5340401,69.40044207,70.85372831,68.57283973,77.93313361,77.9736252,76.45039785,74.92661492,76.27657838,74.81634252,86.43635475,,,,,
Aruba,ABW,"Agriculture, value added (% of GDP)",,,0.50398992,0.507614213,0.48582996,0.437636761,0.40254948,0.383292096,0.410021828,0.405263479,0.402353104,0.40131228,0.391614142,0.38657879,0.39359179,0.401578207,0.381582396,0.448459566,0.449380715,0.459125112,,,,,
Aruba,ABW,"Industry, value added (% of GDP)",,,15.28769425,15.14382403,14.93927126,17.14077316,17.51090238,15.54927184,15.82535158,15.92979312,15.29056917,16.91343318,17.94856366,18.92846016,20.18046161,20.26990484,18.92044397,14.89283694,14.77364569,14.63320789,,,,,
Aruba,ABW,Tax revenue (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,
Aruba,ABW,"Total employment, total (ages 15+)",,,,,,,,,,,,,,,,,,,,,,,,,
Aruba,ABW,"Self-employed, total (% of total employment) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,
Aruba,ABW,New businesses registered (number),,,,,,,,,,,,,,,,,,,,,,,,,
Aruba,ABW,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,GDP growth (annual %),0.44261583,4.039078874,3.978533971,3.829368753,3.878631271,3.96642049,4.576739364,5.018063943,3.943189082,1.933105729,4.003022284,2.985744905,4.00110552,3.19031634,2.834232512,3.77732903,3.65776676,1.922727293,2.052942004,2.451105083,3.891940026,2.639482357,2.558337523,2.351136441,2.827310511
Australia,AUS,GDP per capita (constant 2005 US$),35033.39935,36093.5763,37134.41275,38093.45907,39054.47324,40151.82707,41554.11494,43143.58276,44313.31823,44564.97656,45786.64281,46575.41533,47880.61166,48760.35517,49408.05274,50955.05595,51770.90715,51689.91356,51936.88871,52475.66325,53553.23394,54008.70819,54546.20306,55017.24802,55731.49557
